# sample_index	input	output
12612	253	0
12613	65	0
12614	426	426
12615	25	0
12616	58	0
12617	55	0
12618	92	0
12619	29	0
12620	92	0
12621	18	0
12622	192	0
12623	58	0
12624	73	0
12625	35	0
12626	142	0
12627	4	0
12628	399	399
12629	22	0
12630	150	0
12631	299	0
12632	248	0
12633	175	0
12634	170	0
12635	166	0
12636	20	0
12637	91	0
12638	100	0
12639	214	0
12640	214	0
12641	277	0
12642	328	328
12643	14	0
12644	0	0
12645	124	0
12646	46	0
12647	27	0
12648	231	0
12649	350	350
12650	56	0
12651	85	0
12652	208	0
12653	550	550
12654	326	326
12655	30	0
12656	75	0
12657	544	544
12658	241	0
12659	74	0
12660	54	0
12661	201	0
12662	76	0
12663	306	0
12664	28	0
12665	175	0
12666	502	502
12667	45	0
12668	98	0
12669	19	0
12670	1	0
12671	251	0
12672	34	0
12673	423	423
12674	60	0
12675	116	0
12676	533	533
12677	23	0
12678	333	333
12679	330	330
12680	306	0
12681	4	0
12682	36	0
12683	55	0
12684	269	0
12685	298	0
12686	69	0
12687	21	0
12688	7	0
12689	85	0
12690	182	0
12691	178	0
12692	27	0
12693	173	0
12694	426	426
12695	229	0
12696	113	0
12697	55	0
12698	77	0
12699	83	0
12700	123	0
12701	488	488
12702	401	401
12703	278	0
12704	250	0
12705	238	0
12706	207	0
12707	275	0
12708	49	0
12709	47	0
12710	223	0
12711	21	0
12712	117	0
12713	404	404
12714	22	0
12715	71	0
12716	110	0
12717	197	0
12718	105	0
12719	139	0
12720	655	655
12721	43	0
12722	34	0
12723	219	0
12724	200	0
12725	307	0
12726	258	0
12727	8	0
12728	170	0
12729	49	0
12730	49	0
12731	189	0
12732	70	0
12733	53	0
12734	360	360
12735	122	0
12736	264	0
12737	268	0
12738	38	0
12739	14	0
12740	207	0
12741	19	0
12742	152	0
12743	97	0
12744	47	0
12745	27	0
12746	99	0
12747	126	0
12748	161	0
12749	51	0
12750	76	0
12751	65	0
12752	158	0
12753	156	0
12754	128	0
12755	411	411
12756	108	0
12757	286	0
12758	158	0
12759	259	0
12760	165	0
12761	230	0
12762	229	0
12763	50	0
12764	34	0
12765	396	396
12766	473	473
12767	168	0
12768	260	0
12769	131	0
12770	247	0
12771	9	0
12772	60	0
12773	162	0
12774	145	0
12775	134	0
12776	106	0
12777	127	0
12778	211	0
12779	79	0
12780	109	0
12781	148	0
12782	832	832
12783	125	0
12784	7	0
12785	11	0
12786	129	0
12787	17	0
12788	8	0
12789	527	527
12790	199	0
12791	209	0
12792	131	0
12793	123	0
12794	32	0
12795	220	0
12796	0	0
12797	398	398
12798	9	0
12799	189	0
12800	64	0
12801	1	0
12802	124	0
12803	108	0
12804	207	0
12805	24	0
12806	210	0
12807	260	0
12808	352	352
12809	35	0
12810	205	0
12811	11	0
12812	18	0
12813	13	0
12814	415	415
12815	249	0
12816	58	0
12817	145	0
12818	64	0
12819	212	0
12820	149	0
12821	494	494
12822	332	332
12823	280	0
12824	319	0
12825	150	0
12826	31	0
12827	176	0
12828	68	0
12829	468	468
12830	292	0
12831	291	0
12832	179	0
12833	78	0
12834	119	0
12835	518	518
12836	44	0
12837	247	0
12838	49	0
12839	114	0
12840	263	0
12841	18	0
12842	254	0
12843	110	0
12844	67	0
12845	398	398
12846	113	0
12847	41	0
12848	12	0
12849	40	0
12850	87	0
12851	78	0
12852	163	0
12853	158	0
12854	19	0
12855	139	0
12856	8	0
12857	108	0
12858	331	331
12859	8	0
12860	37	0
12861	12	0
12862	33	0
12863	27	0
12864	50	0
12865	197	0
12866	137	0
12867	33	0
12868	90	0
12869	111	0
12870	45	0
12871	82	0
12872	442	442
12873	41	0
12874	151	0
12875	37	0
12876	58	0
12877	47	0
12878	21	0
12879	48	0
12880	189	0
12881	339	339
12882	23	0
12883	305	0
12884	327	327
12885	263	0
12886	199	0
12887	3	0
12888	74	0
12889	71	0
12890	261	0
12891	320	320
12892	456	456
12893	41	0
12894	379	379
12895	257	0
12896	75	0
12897	111	0
12898	195	0
12899	122	0
12900	125	0
12901	455	455
12902	33	0
12903	71	0
12904	114	0
12905	85	0
12906	59	0
12907	134	0
12908	35	0
12909	170	0
12910	73	0
12911	980	980
12912	76	0
12913	131	0
12914	11	0
12915	119	0
12916	17	0
12917	198	0
12918	34	0
12919	74	0
12920	407	407
12921	516	516
12922	40	0
12923	348	348
12924	33	0
12925	270	0
12926	394	394
12927	75	0
12928	321	321
12929	190	0
12930	94	0
12931	121	0
12932	0	0
12933	114	0
12934	77	0
12935	49	0
12936	128	0
12937	27	0
12938	326	326
12939	44	0
12940	152	0
12941	2	0
12942	17	0
12943	67	0
12944	217	0
12945	193	0
12946	204	0
12947	73	0
12948	67	0
12949	69	0
12950	8	0
12951	58	0
12952	429	429
12953	62	0
12954	641	641
12955	16	0
12956	160	0
12957	155	0
12958	90	0
12959	27	0
12960	129	0
12961	85	0
12962	436	436
12963	117	0
12964	122	0
12965	19	0
12966	5	0
12967	256	0
12968	78	0
12969	154	0
12970	157	0
12971	1281	1281
12972	279	0
12973	110	0
12974	245	0
12975	407	407
12976	325	325
12977	674	674
12978	117	0
12979	161	0
12980	163	0
12981	206	0
12982	36	0
12983	256	0
12984	5	0
12985	97	0
12986	47	0
12987	17	0
12988	7	0
12989	237	0
12990	23	0
12991	34	0
12992	279	0
12993	84	0
12994	144	0
12995	347	347
12996	102	0
12997	3	0
12998	45	0
12999	29	0
13000	62	0
13001	368	368
13002	401	401
13003	23	0
13004	144	0
13005	168	0
13006	37	0
13007	36	0
13008	25	0
13009	201	0
13010	256	0
13011	162	0
13012	35	0
13013	39	0
13014	520	520
13015	464	464
13016	546	546
13017	274	0
13018	150	0
13019	326	326
13020	77	0
13021	675	675
13022	212	0
13023	61	0
13024	87	0
13025	175	0
13026	179	0
13027	97	0
13028	166	0
13029	42	0
13030	127	0
13031	110	0
13032	87	0
13033	128	0
13034	62	0
13035	653	653
13036	90	0
13037	50	0
13038	6	0
13039	532	532
13040	151	0
13041	53	0
13042	16	0
13043	30	0
13044	23	0
13045	28	0
13046	480	480
13047	212	0
13048	40	0
13049	51	0
13050	77	0
13051	149	0
13052	45	0
13053	21	0
13054	363	363
13055	78	0
13056	118	0
13057	67	0
13058	130	0
13059	32	0
13060	10	0
13061	110	0
13062	141	0
13063	46	0
13064	168	0
13065	161	0
13066	535	535
13067	35	0
13068	49	0
13069	146	0
13070	116	0
13071	67	0
13072	95	0
13073	556	556
13074	8	0
13075	160	0
13076	49	0
13077	656	656
13078	270	0
13079	440	440
13080	378	378
13081	5	0
13082	206	0
13083	496	496
13084	865	865
13085	277	0
13086	208	0
13087	247	0
13088	99	0
13089	93	0
13090	56	0
13091	95	0
13092	103	0
13093	91	0
13094	350	350
13095	423	423
13096	151	0
13097	124	0
13098	110	0
13099	326	326
13100	132	0
13101	181	0
13102	94	0
13103	87	0
13104	93	0
13105	192	0
13106	629	629
13107	146	0
13108	184	0
13109	312	0
13110	241	0
13111	301	0
13112	1030	1030
13113	286	0
13114	154	0
13115	434	434
13116	6	0
13117	211	0
13118	252	0
13119	92	0
13120	19	0
13121	76	0
13122	115	0
13123	192	0
13124	20	0
13125	157	0
13126	310	0
13127	502	502
13128	181	0
13129	32	0
13130	39	0
13131	77	0
13132	28	0
13133	125	0
13134	207	0
13135	35	0
13136	271	0
13137	418	418
13138	3	0
13139	170	0
13140	166	0
13141	24	0
13142	109	0
13143	110	0
13144	75	0
13145	8	0
13146	286	0
13147	35	0
13148	54	0
13149	117	0
13150	22	0
13151	15	0
13152	44	0
13153	68	0
13154	97	0
13155	602	602
13156	121	0
13157	382	382
13158	328	328
13159	172	0
13160	316	0
13161	178	0
13162	205	0
13163	244	0
13164	271	0
13165	113	0
13166	368	368
13167	87	0
13168	39	0
13169	3	0
13170	96	0
13171	26	0
13172	155	0
13173	270	0
13174	100	0
13175	13	0
13176	107	0
13177	195	0
13178	105	0
13179	15	0
13180	677	677
13181	59	0
13182	225	0
13183	18	0
13184	237	0
13185	16	0
13186	6	0
13187	172	0
13188	351	351
13189	322	322
13190	365	365
13191	315	0
13192	2	0
13193	155	0
13194	225	0
13195	145	0
13196	62	0
13197	139	0
13198	157	0
13199	59	0
13200	202	0
13201	34	0
13202	62	0
13203	219	0
13204	275	0
13205	617	617
13206	54	0
13207	75	0
13208	165	0
13209	81	0
13210	50	0
13211	317	0
13212	165	0
13213	525	525
13214	98	0
13215	146	0
13216	260	0
13217	272	0
13218	12	0
13219	417	417
13220	124	0
13221	1	0
13222	131	0
13223	97	0
13224	753	753
13225	153	0
13226	529	529
13227	21	0
13228	107	0
13229	36	0
13230	88	0
13231	12	0
13232	4	0
13233	113	0
13234	114	0
13235	50	0
13236	489	489
13237	78	0
13238	377	377
13239	225	0
13240	48	0
13241	69	0
13242	209	0
13243	325	325
13244	289	0
13245	178	0
13246	50	0
13247	76	0
13248	66	0
13249	195	0
13250	58	0
13251	127	0
13252	508	508
13253	45	0
13254	8	0
13255	156	0
13256	294	0
13257	196	0
13258	32	0
13259	244	0
13260	28	0
13261	80	0
13262	208	0
13263	20	0
13264	75	0
13265	98	0
13266	52	0
13267	421	421
13268	209	0
13269	45	0
13270	167	0
13271	83	0
13272	222	0
13273	187	0
13274	212	0
13275	47	0
13276	71	0
13277	77	0
13278	142	0
13279	225	0
13280	89	0
13281	249	0
13282	19	0
13283	69	0
13284	37	0
13285	443	443
13286	367	367
13287	68	0
13288	98	0
13289	99	0
13290	74	0
13291	90	0
13292	203	0
13293	37	0
13294	89	0
13295	551	551
13296	35	0
13297	475	475
13298	201	0
13299	23	0
13300	208	0
13301	13	0
13302	77	0
13303	899	899
13304	290	0
13305	213	0
13306	547	547
13307	69	0
13308	8	0
13309	28	0
13310	151	0
13311	128	0
13312	621	621
13313	6	0
13314	111	0
13315	63	0
13316	162	0
13317	324	324
13318	540	540
13319	221	0
13320	47	0
13321	29	0
13322	205	0
13323	145	0
13324	152	0
13325	53	0
13326	8	0
13327	444	444
13328	129	0
13329	455	455
13330	52	0
13331	91	0
13332	120	0
13333	305	0
13334	52	0
13335	185	0
13336	3	0
13337	487	487
13338	501	501
13339	113	0
13340	46	0
13341	132	0
13342	89	0
13343	387	387
13344	460	460
13345	280	0
13346	36	0
13347	138	0
13348	141	0
13349	317	0
13350	65	0
13351	187	0
13352	438	438
13353	252	0
13354	36	0
13355	13	0
13356	96	0
13357	27	0
13358	312	0
13359	462	462
13360	146	0
13361	85	0
13362	447	447
13363	235	0
13364	227	0
13365	4	0
13366	75	0
13367	62	0
13368	264	0
13369	437	437
13370	28	0
13371	52	0
13372	165	0
13373	551	551
13374	184	0
13375	78	0
13376	3	0
13377	52	0
13378	549	549
13379	384	384
13380	234	0
13381	440	440
13382	91	0
13383	19	0
13384	37	0
13385	145	0
13386	7	0
13387	507	507
13388	237	0
13389	163	0
13390	315	0
13391	297	0
13392	420	420
13393	84	0
13394	222	0
13395	30	0
13396	55	0
13397	135	0
13398	129	0
13399	110	0
13400	169	0
13401	235	0
13402	16	0
13403	44	0
13404	143	0
13405	161	0
13406	21	0
13407	39	0
13408	12	0
13409	0	0
13410	53	0
13411	207	0
13412	120	0
13413	141	0
13414	60	0
13415	109	0
13416	63	0
13417	241	0
13418	139	0
13419	161	0
13420	258	0
13421	104	0
13422	55	0
13423	50	0
13424	232	0
13425	122	0
13426	10	0
13427	132	0
13428	188	0
13429	239	0
13430	82	0
13431	204	0
13432	40	0
13433	195	0
13434	124	0
13435	174	0
13436	29	0
13437	89	0
13438	431	431
13439	47	0
13440	71	0
13441	26	0
13442	49	0
13443	98	0
13444	579	579
13445	373	373
13446	18	0
13447	168	0
13448	695	695
13449	488	488
13450	170	0
13451	262	0
13452	263	0
13453	69	0
13454	359	359
13455	131	0
13456	55	0
13457	190	0
13458	121	0
13459	76	0
13460	44	0
13461	31	0
13462	79	0
13463	789	789
13464	652	652
13465	506	506
13466	103	0
13467	20	0
13468	32	0
13469	553	553
13470	115	0
13471	56	0
13472	276	0
13473	114	0
13474	332	332
13475	56	0
13476	111	0
13477	99	0
13478	80	0
13479	66	0
13480	590	590
13481	97	0
13482	32	0
13483	626	626
13484	348	348
13485	0	0
13486	46	0
13487	119	0
13488	9	0
13489	19	0
13490	184	0
13491	57	0
13492	331	331
13493	293	0
13494	344	344
13495	134	0
13496	465	465
13497	91	0
13498	59	0
13499	391	391
13500	32	0
13501	20	0
13502	121	0
13503	69	0
13504	27	0
13505	261	0
13506	311	0
13507	50	0
13508	187	0
13509	96	0
13510	75	0
13511	125	0
13512	227	0
13513	4	0
13514	35	0
13515	96	0
13516	440	440
13517	189	0
13518	76	0
13519	64	0
13520	218	0
13521	88	0
13522	65	0
13523	73	0
13524	66	0
13525	9	0
13526	36	0
13527	7	0
13528	490	490
13529	58	0
13530	25	0
13531	148	0
13532	492	492
13533	120	0
13534	92	0
13535	130	0
13536	501	501
13537	174	0
13538	107	0
13539	970	970
13540	308	0
13541	109	0
13542	103	0
13543	97	0
13544	106	0
13545	163	0
13546	422	422
13547	139	0
13548	17	0
13549	32	0
13550	178	0
13551	325	325
13552	35	0
13553	488	488
13554	53	0
13555	216	0
13556	318	0
13557	77	0
13558	109	0
13559	5	0
13560	738	738
13561	100	0
13562	221	0
13563	308	0
13564	79	0
13565	15	0
13566	218	0
13567	405	405
13568	125	0
13569	116	0
13570	86	0
13571	210	0
13572	584	584
13573	191	0
13574	124	0
13575	33	0
13576	1048	1048
13577	206	0
13578	74	0
13579	151	0
13580	855	855
13581	464	464
13582	113	0
13583	136	0
13584	52	0
13585	79	0
13586	145	0
13587	139	0
13588	38	0
13589	279	0
13590	190	0
13591	203	0
13592	67	0
13593	592	592
13594	10	0
13595	13	0
13596	100	0
13597	267	0
13598	373	373
13599	36	0
13600	129	0
13601	557	557
13602	60	0
13603	349	349
13604	12	0
13605	375	375
13606	7	0
13607	447	447
13608	17	0
13609	69	0
13610	243	0
13611	374	374
13612	402	402
13613	181	0
13614	183	0
13615	35	0
13616	316	0
13617	110	0
13618	98	0
13619	53	0
13620	34	0
13621	38	0
13622	110	0
13623	130	0
13624	44	0
13625	27	0
13626	93	0
13627	56	0
13628	154	0
13629	19	0
13630	840	840
13631	124	0
13632	71	0
13633	470	470
13634	37	0
13635	78	0
13636	50	0
13637	0	0
13638	446	446
13639	48	0
13640	142	0
13641	1217	1217
13642	83	0
13643	7	0
13644	14	0
13645	2	0
13646	11	0
13647	48	0
13648	93	0
13649	119	0
13650	387	387
13651	150	0
13652	181	0
13653	209	0
13654	379	379
13655	4	0
13656	286	0
13657	657	657
13658	492	492
13659	8	0
13660	419	419
13661	212	0
13662	89	0
13663	142	0
13664	2	0
13665	149	0
13666	268	0
13667	166	0
13668	238	0
13669	107	0
13670	29	0
13671	252	0
13672	15	0
13673	36	0
13674	26	0
13675	331	331
13676	18	0
13677	100	0
13678	182	0
13679	21	0
13680	232	0
13681	1	0
13682	135	0
13683	61	0
13684	86	0
13685	127	0
13686	244	0
13687	597	597
13688	511	511
13689	65	0
13690	201	0
13691	79	0
13692	26	0
13693	255	0
13694	167	0
13695	36	0
13696	143	0
13697	163	0
13698	142	0
13699	16	0
13700	127	0
13701	81	0
13702	1	0
13703	322	322
13704	171	0
13705	54	0
13706	3	0
13707	13	0
13708	53	0
13709	89	0
13710	1	0
13711	135	0
13712	86	0
13713	94	0
13714	14	0
13715	27	0
13716	31	0
13717	23	0
13718	59	0
13719	9	0
13720	204	0
13721	124	0
13722	117	0
13723	8	0
13724	61	0
13725	94	0
13726	317	0
13727	79	0
13728	23	0
13729	83	0
13730	53	0
13731	307	0
13732	33	0
13733	140	0
13734	143	0
13735	12	0
13736	395	395
13737	28	0
13738	169	0
13739	21	0
13740	31	0
13741	369	369
13742	226	0
13743	288	0
13744	105	0
13745	129	0
13746	41	0
13747	257	0
13748	491	491
13749	59	0
13750	66	0
13751	18	0
13752	164	0
13753	14	0
13754	23	0
13755	15	0
13756	189	0
13757	15	0
13758	349	349
13759	489	489
13760	192	0
13761	29	0
13762	5	0
13763	29	0
13764	164	0
13765	334	334
13766	294	0
13767	1	0
13768	95	0
13769	32	0
13770	28	0
13771	153	0
13772	625	625
13773	98	0
13774	39	0
13775	83	0
13776	20	0
13777	31	0
13778	215	0
13779	95	0
13780	36	0
13781	134	0
13782	471	471
13783	26	0
13784	43	0
13785	35	0
13786	48	0
13787	244	0
13788	272	0
13789	275	0
13790	128	0
13791	272	0
13792	135	0
13793	1274	1274
13794	1071	1071
13795	112	0
13796	284	0
13797	4	0
13798	71	0
13799	144	0
13800	118	0
13801	236	0
13802	309	0
13803	916	916
13804	37	0
13805	174	0
13806	165	0
13807	30	0
13808	11	0
13809	53	0
13810	85	0
13811	204	0
13812	193	0
13813	49	0
13814	45	0
13815	3	0
13816	28	0
13817	461	461
13818	11	0
13819	189	0
13820	195	0
13821	128	0
13822	462	462
13823	496	496
13824	151	0
13825	5	0
13826	31	0
13827	221	0
13828	75	0
13829	168	0
13830	199	0
13831	117	0
13832	117	0
13833	39	0
13834	2	0
13835	15	0
13836	149	0
13837	310	310
13838	155	0
13839	169	0
13840	33	0
13841	67	0
13842	9	0
13843	220	0
13844	162	0
13845	205	0
13846	77	0
13847	132	0
13848	9	0
13849	112	0
13850	98	0
13851	32	0
13852	173	0
13853	362	362
13854	17	0
13855	17	0
13856	331	331
13857	94	0
13858	123	0
13859	725	725
13860	146	0
13861	76	0
13862	265	0
13863	150	0
13864	279	0
13865	292	0
13866	106	0
13867	48	0
13868	287	0
13869	243	0
13870	19	0
13871	322	322
13872	68	0
13873	1161	1161
13874	129	0
13875	117	0
13876	16	0
13877	187	0
13878	175	0
13879	150	0
13880	151	0
13881	61	0
13882	114	0
13883	394	394
13884	13	0
13885	5	0
13886	501	501
13887	103	0
13888	11	0
13889	0	0
13890	177	0
13891	175	0
13892	18	0
13893	36	0
13894	3	0
13895	75	0
13896	124	0
13897	18	0
13898	13	0
13899	426	426
13900	85	0
13901	183	0
13902	47	0
13903	77	0
13904	379	379
13905	427	427
13906	211	0
13907	36	0
13908	958	958
13909	41	0
13910	87	0
13911	147	0
13912	205	0
13913	320	320
13914	115	0
13915	103	0
13916	316	316
13917	278	0
13918	183	0
13919	31	0
13920	300	300
13921	11	0
13922	204	0
13923	10	0
13924	42	0
13925	291	0
13926	0	0
13927	96	0
13928	51	0
13929	183	0
13930	328	328
13931	288	0
13932	310	310
13933	23	0
13934	22	0
13935	158	0
13936	42	0
13937	62	0
13938	38	0
13939	127	0
13940	58	0
13941	161	0
13942	185	0
13943	109	0
13944	97	0
13945	65	0
13946	165	0
13947	5	0
13948	618	618
13949	75	0
13950	166	0
13951	131	0
13952	418	418
13953	561	561
13954	169	0
13955	123	0
13956	107	0
13957	369	369
13958	632	632
13959	539	539
13960	13	0
13961	71	0
13962	67	0
13963	56	0
13964	42	0
13965	7	0
13966	295	0
13967	138	0
13968	6	0
13969	136	0
13970	65	0
13971	431	431
13972	178	0
13973	3	0
13974	57	0
13975	114	0
13976	127	0
13977	126	0
13978	32	0
13979	82	0
13980	8	0
13981	297	0
13982	389	389
13983	62	0
13984	221	0
13985	236	0
13986	59	0
13987	234	0
13988	266	0
13989	57	0
13990	200	0
13991	197	0
13992	895	895
13993	314	314
13994	338	338
13995	6	0
13996	286	0
13997	192	0
13998	616	616
13999	117	0
14000	387	387
14001	3	0
14002	61	0
14003	195	0
14004	6	0
14005	7	0
14006	126	0
14007	211	0
14008	374	374
14009	13	0
14010	511	511
14011	435	435
14012	54	0
14013	149	0
14014	34	0
14015	188	0
14016	58	0
14017	168	0
14018	110	0
14019	1	0
14020	341	341
14021	607	607
14022	156	0
14023	133	0
14024	140	0
14025	95	0
14026	232	0
14027	213	0
14028	136	0
14029	94	0
14030	12	0
14031	497	497
14032	106	0
14033	192	0
14034	412	412
14035	66	0
14036	161	0
14037	539	539
14038	53	0
14039	128	0
14040	397	397
14041	56	0
14042	54	0
14043	42	0
14044	213	0
14045	62	0
14046	288	0
14047	74	0
14048	179	0
14049	23	0
14050	316	316
14051	336	336
14052	10	0
14053	36	0
14054	0	0
14055	153	0
14056	8	0
14057	22	0
14058	254	0
14059	123	0
14060	67	0
14061	67	0
14062	84	0
14063	423	423
14064	65	0
14065	66	0
14066	146	0
14067	223	0
14068	28	0
14069	5	0
14070	422	422
14071	634	634
14072	63	0
14073	121	0
14074	169	0
14075	354	354
14076	295	0
14077	100	0
14078	188	0
14079	152	0
14080	267	0
14081	484	484
14082	52	0
14083	116	0
14084	11	0
14085	162	0
14086	294	0
14087	116	0
14088	21	0
14089	3	0
14090	192	0
14091	85	0
14092	159	0
14093	259	0
14094	92	0
14095	26	0
14096	289	0
14097	271	0
14098	174	0
14099	59	0
14100	112	0
14101	418	418
14102	112	0
14103	172	0
14104	23	0
14105	74	0
14106	28	0
14107	143	0
14108	76	0
14109	12	0
14110	69	0
14111	94	0
14112	463	463
14113	369	369
14114	29	0
14115	124	0
14116	36	0
14117	90	0
14118	140	0
14119	11	0
14120	309	0
14121	510	510
14122	103	0
14123	323	323
14124	181	0
14125	340	340
14126	436	436
14127	85	0
14128	20	0
14129	74	0
14130	78	0
14131	46	0
14132	51	0
14133	97	0
14134	159	0
14135	103	0
14136	13	0
14137	453	453
14138	15	0
14139	94	0
14140	50	0
14141	134	0
14142	79	0
14143	189	0
14144	249	0
14145	167	0
14146	158	0
14147	137	0
14148	331	331
14149	51	0
14150	220	0
14151	76	0
14152	227	0
14153	25	0
14154	255	0
14155	115	0
14156	46	0
14157	142	0
14158	212	0
14159	210	0
14160	417	417
14161	15	0
14162	41	0
14163	69	0
14164	8	0
14165	146	0
14166	260	0
14167	260	0
14168	104	0
14169	133	0
14170	521	521
14171	169	0
14172	213	0
14173	26	0
14174	1	0
14175	155	0
14176	61	0
14177	56	0
14178	39	0
14179	25	0
14180	30	0
14181	514	514
14182	36	0
14183	224	0
14184	195	0
14185	143	0
14186	186	0
14187	23	0
14188	523	523
14189	148	0
14190	238	0
14191	264	0
14192	81	0
14193	93	0
14194	18	0
14195	170	0
14196	129	0
14197	177	0
14198	18	0
14199	148	0
14200	631	631
14201	64	0
14202	276	0
14203	138	0
14204	433	433
14205	168	0
14206	173	0
14207	454	454
14208	106	0
14209	206	0
14210	318	318
14211	76	0
14212	16	0
14213	426	426
14214	194	0
14215	181	0
14216	151	0
14217	67	0
14218	205	0
14219	42	0
14220	51	0
14221	462	462
14222	157	0
14223	329	329
14224	586	586
14225	117	0
14226	76	0
14227	71	0
14228	201	0
14229	78	0
14230	16	0
14231	5	0
14232	264	0
14233	579	579
14234	160	0
14235	235	0
14236	117	0
14237	93	0
14238	33	0
14239	156	0
14240	212	0
14241	11	0
14242	289	0
14243	55	0
14244	111	0
14245	406	406
14246	119	0
14247	20	0
14248	277	0
14249	269	0
14250	49	0
14251	15	0
14252	116	0
14253	16	0
14254	65	0
14255	164	0
14256	39	0
14257	78	0
14258	177	0
14259	9	0
14260	16	0
14261	302	0
14262	297	0
14263	85	0
14264	306	0
14265	90	0
14266	107	0
14267	142	0
14268	8	0
14269	75	0
14270	211	0
14271	81	0
14272	3	0
14273	121	0
14274	155	0
14275	148	0
14276	417	417
14277	297	0
14278	14	0
14279	502	502
14280	151	0
14281	35	0
14282	678	678
14283	119	0
14284	32	0
14285	287	0
14286	491	491
14287	144	0
14288	372	372
14289	51	0
14290	51	0
14291	76	0
14292	353	353
14293	157	0
14294	206	0
14295	87	0
14296	216	0
14297	502	502
14298	51	0
14299	120	0
14300	179	0
14301	86	0
14302	171	0
14303	247	0
14304	120	0
14305	124	0
14306	60	0
14307	540	540
14308	20	0
14309	302	0
14310	120	0
14311	248	0
14312	15	0
14313	520	520
14314	960	960
14315	63	0
14316	503	503
14317	49	0
14318	53	0
14319	426	426
14320	423	423
14321	151	0
14322	220	0
14323	108	0
14324	366	366
14325	35	0
14326	32	0
14327	30	0
14328	1	0
14329	241	0
14330	181	0
14331	315	315
14332	46	0
14333	159	0
14334	94	0
14335	75	0
14336	5	0
14337	48	0
14338	55	0
14339	199	0
14340	32	0
14341	411	411
14342	45	0
14343	5	0
14344	422	422
14345	100	0
14346	105	0
14347	486	486
14348	173	0
14349	228	0
14350	265	0
14351	56	0
14352	78	0
14353	58	0
14354	193	0
14355	309	0
14356	49	0
14357	233	0
14358	226	0
14359	586	586
14360	44	0
14361	144	0
14362	79	0
14363	118	0
14364	6	0
14365	99	0
14366	76	0
14367	1	0
14368	41	0
14369	883	883
14370	191	0
14371	273	0
14372	116	0
14373	143	0
14374	48	0
14375	140	0
14376	302	0
14377	134	0
14378	26	0
14379	98	0
14380	307	0
14381	167	0
14382	4	0
14383	138	0
14384	101	0
14385	10	0
14386	391	391
14387	153	0
14388	17	0
14389	162	0
14390	145	0
14391	139	0
14392	368	368
14393	4	0
14394	21	0
14395	125	0
14396	185	0
14397	193	0
14398	151	0
14399	230	0
14400	35	0
14401	1	0
14402	95	0
14403	79	0
14404	140	0
14405	4	0
14406	531	531
14407	236	0
14408	126	0
14409	232	0
14410	195	0
14411	238	0
14412	37	0
14413	292	0
14414	283	0
14415	80	0
14416	7	0
14417	244	0
14418	26	0
14419	63	0
14420	240	0
14421	153	0
14422	149	0
14423	1005	1005
14424	34	0
14425	140	0
14426	97	0
14427	469	469
14428	90	0
14429	496	496
14430	38	0
14431	18	0
14432	19	0
14433	297	0
14434	242	0
14435	231	0
14436	16	0
14437	231	0
14438	641	641
14439	350	350
14440	253	0
14441	7	0
14442	572	572
14443	22	0
14444	156	0
14445	8	0
14446	206	0
14447	88	0
14448	110	0
14449	42	0
14450	75	0
14451	35	0
14452	292	0
14453	145	0
14454	240	0
14455	119	0
14456	31	0
14457	158	0
14458	77	0
14459	293	0
14460	87	0
14461	174	0
14462	65	0
14463	102	0
14464	2	0
14465	310	310
14466	335	335
14467	131	0
14468	78	0
14469	468	468
14470	106	0
14471	438	438
14472	11	0
14473	59	0
14474	563	563
14475	117	0
14476	139	0
14477	98	0
14478	126	0
14479	60	0
14480	117	0
14481	3	0
14482	121	0
14483	129	0
14484	101	0
14485	726	726
14486	204	0
14487	395	395
14488	574	574
14489	9	0
14490	16	0
14491	70	0
14492	3	0
14493	37	0
14494	457	457
14495	88	0
14496	243	0
14497	126	0
14498	59	0
14499	25	0
14500	229	0
14501	143	0
14502	176	0
14503	2	0
14504	376	376
14505	6	0
14506	87	0
14507	137	0
14508	189	0
14509	13	0
14510	164	0
14511	240	0
14512	55	0
14513	16	0
14514	169	0
14515	186	0
14516	236	0
14517	163	0
14518	607	607
14519	22	0
14520	36	0
14521	178	0
14522	335	335
14523	528	528
14524	503	503
14525	502	502
14526	435	435
14527	1	0
14528	139	0
14529	190	0
14530	173	0
14531	111	0
14532	394	394
14533	73	0
14534	174	0
14535	69	0
14536	291	0
14537	191	0
14538	535	535
14539	68	0
14540	146	0
14541	306	0
14542	281	0
14543	372	372
14544	33	0
14545	41	0
14546	152	0
14547	114	0
14548	131	0
14549	168	0
14550	28	0
14551	2	0
14552	319	319
14553	6	0
14554	85	0
14555	30	0
14556	302	0
14557	106	0
14558	111	0
14559	305	0
14560	120	0
14561	46	0
14562	17	0
14563	235	0
14564	133	0
14565	81	0
14566	627	627
14567	435	435
14568	310	310
14569	100	0
14570	105	0
14571	81	0
14572	525	525
14573	582	582
14574	23	0
14575	98	0
14576	361	361
14577	346	346
14578	24	0
14579	155	0
14580	358	358
14581	206	0
14582	63	0
14583	77	0
14584	15	0
14585	287	0
14586	146	0
14587	119	0
14588	316	316
14589	90	0
14590	45	0
14591	300	0
14592	2	0
14593	98	0
14594	378	378
14595	706	706
14596	300	0
14597	167	0
14598	11	0
14599	124	0
14600	330	330
14601	24	0
14602	267	0
14603	336	336
14604	63	0
14605	30	0
14606	44	0
14607	3	0
